[40]rt_x,[40]rt_y,[40]rt_z,[41]rt_x,[41]rt_y,[41]rt_z,[42]rt_x,[42]rt_y,[42]rt_z,[43]rt_x,[43]rt_y,[43]rt_z,[44]rt_x,[44]rt_y,[44]rt_z,[45]rt_x,[45]rt_y,[45]rt_z,[46]rt_x,[46]rt_y,[46]rt_z,[47]rt_x,[47]rt_y,[47]rt_z,[48]rt_x,[48]rt_y,[48]rt_z,[49]rt_x,[49]rt_y,[49]rt_z,[50]rt_x,[50]rt_y,[50]rt_z,[51]rt_x,[51]rt_y,[51]rt_z,[52]rt_x,[52]rt_y,[52]rt_z,[53]rt_x,[53]rt_y,[53]rt_z,[54]rt_x,[54]rt_y,[54]rt_z,[55]rt_x,[55]rt_y,[55]rt_z,[56]rt_x,[56]rt_y,[56]rt_z,[57]rt_x,[57]rt_y,[57]rt_z,[58]rt_x,[58]rt_y,[58]rt_z,FingersNumber
-52.36982,0,-40.28303,-30.20459,0,7.60105,-4.32278,0,0,0,0,0,-15,0,-0.2232685,0,0,-0.7840889,0,0,-0.3920444,0,0,0,0,0,1.130464,0,0,1.130464,0,0,1.130464,0,0,0,15,0,-79.08401,0,0,-79.08401,0,0,-79.08401,0,0,0,25,0,-95.03616,0,0,-95.03616,0,0,-95.03616,3
-52.38049,0,-40.27324,-30.22591,0,7.610824,-4.319242,0,0,0,0,0,-15,0,-0.1988657,0,0,-0.8399521,0,0,-0.419976,0,0,0,0,0,1.123462,0,0,1.123462,0,0,1.123462,0,0,0,15,0,-79.08267,0,0,-79.08267,0,0,-79.08267,0,0,0,25,0,-95.0524,0,0,-95.0524,0,0,-95.0524,3
-52.37911,0,-40.27171,-30.22315,0,7.61237,-4.32851,0,0,0,0,0,-15,0,-0.1627131,0,0,-0.9215227,0,0,-0.4607614,0,0,0,0,0,1.100654,0,0,1.100654,0,0,1.100654,0,0,0,15,0,-79.09255,0,0,-79.09255,0,0,-79.09255,0,0,0,25,0,-95.08085,0,0,-95.08085,0,0,-95.08085,3
-52.37283,0,-40.26834,-30.21059,0,7.615746,-4.35342,0,0,0,0,0,-15,0,-0.07306773,0,0,-0.9933652,0,0,-0.4966826,0,0,0,0,0,1.068287,0,0,1.068287,0,0,1.068287,0,0,0,15,0,-79.10927,0,0,-79.10927,0,0,-79.10927,0,0,0,25,0,-95.11452,0,0,-95.11452,0,0,-95.11452,3
-52.37674,0,-40.25314,-30.21842,0,7.630949,-4.375834,0,0,0,0,0,-15,0,0.02199903,0,0,-1.06859,0,0,-0.534295,0,0,0,0,0,1.014269,0,0,1.014269,0,0,1.014269,0,0,0,15,0,-79.13663,0,0,-79.13663,0,0,-79.13663,0,0,0,25,0,-95.15818,0,0,-95.15818,0,0,-95.15818,3
-52.37602,0,-40.24065,-30.21697,0,7.643427,-4.405986,0,0,0,0,0,-15,0,0.1699269,0,0,-1.040739,0,0,-0.5203695,0,0,0,0,0,0.9479079,0,0,0.9479079,0,0,0.9479079,0,0,0,15,0,-79.18478,0,0,-79.18478,0,0,-79.18478,0,0,0,25,0,-95.21566,0,0,-95.21566,0,0,-95.21566,3
-52.38393,0,-40.21996,-30.23281,0,7.664124,-4.432345,0,0,0,0,0,-15,0,0.3265916,0,0,-1.038598,0,0,-0.5192989,0,0,0,0,0,0.8700758,0,0,0.8700758,0,0,0.8700758,0,0,0,15,0,-79.2328,0,0,-79.2328,0,0,-79.2328,0,0,0,25,0,-95.27637,0,0,-95.27637,0,0,-95.27637,3
-52.40356,0,-40.18624,-30.27206,0,7.69784,-4.452877,0,0,0,0,0,-15,0,0.4803484,0,0,-1.034856,0,0,-0.5174279,0,0,0,0,0,0.719202,0,0,0.719202,0,0,0.719202,0,0,0,15,0,-79.34316,0,0,-79.34316,0,0,-79.34316,0,0,0,25,0,-95.39897,0,0,-95.39897,0,0,-95.39897,3
-52.43055,0,-40.15222,-30.32605,0,7.73187,-4.477968,0,0,0,0,0,-15,0,0.7059999,0,0,-1.050205,0,0,-0.5251023,0,0,0,0,0,0.5283729,0,0,0.5283729,0,0,0.5283729,0,0,0,15,0,-79.52229,0,0,-79.52229,0,0,-79.52229,0,0,0,25,0,-95.56477,0,0,-95.56477,0,0,-95.56477,3
-52.45263,0,-40.11608,-30.37015,0,7.768007,-4.488512,0,0,0,0,0,-15,0,1.131368,0,0,-1.206127,0,0,-0.6030633,0,0,0,0,0,0.3463712,0,0,0.3463712,0,0,0.3463712,0,0,0,15,0,-79.64751,0,0,-79.64751,0,0,-79.64751,0,0,0,25,0,-95.6831,0,0,-95.6831,0,0,-95.6831,3
