3.749346314669152491e+01,-3.124724139501181952e+01,-5.574404929689092114e+01,1.560871535850278491e+00,-2.335571999993521075e+01,9.387693228739887275e+01,3.402182566881673154e+01,-3.423929290268523662e-01,-2.227523771871377789e-01,-6.566882888147142217e-04,5.067849373236056068e-07,4.349555718526992393e-05,3.501725191939462933e-04,-5.359755306468011894e-04,-1.449749192519669750e-06
3.690749721325116184e+01,-3.100807041480100068e+01,-5.564808649279503783e+01,2.022471733421183693e+00,-2.317036527515323385e+01,9.523790816006768978e+01,3.472894563556403114e+01,-5.710661560173097007e-01,-1.833660274989258598e-01,-6.656815906473529656e-04,3.441532140105189754e-06,4.671643804285188751e-05,3.652050265861632949e-04,-5.647530780728876511e-04,-1.473541617367938024e-06
3.778799187903987189e+01,-3.063291204416962543e+01,-5.501911180606055751e+01,2.630906063225902258e+00,-2.472027865841903704e+01,9.674245282938849755e+01,3.482428379929884699e+01,-7.366879138399110571e-01,-1.924972009694022879e-01,-6.906461338589469853e-04,5.717534189289466026e-06,4.894571523151885377e-05,3.881887954914826130e-04,-5.817492125502440100e-04,-1.401552964491811581e-06
3.851278367609143771e+01,-3.136057527388113186e+01,-5.613097026743948703e+01,4.251804069530016328e+00,-2.562791755763209878e+01,9.736851562252040537e+01,3.395453720141630072e+01,-7.928835799624652791e-01,-2.297950838951645092e-01,-6.998803466851422376e-04,6.366975203792831445e-06,4.998225892174258401e-05,3.957540636165982149e-04,-5.932749857659753295e-04,-1.403226448045214597e-06
3.866722871909459514e+01,-3.160825590958740960e+01,-5.605118542278422922e+01,5.491753067478488681e+00,-2.566793171986873645e+01,9.867855682755410385e+01,3.400990639635026724e+01,-8.863337699481961263e-01,-2.326338124013284936e-01,-7.292635786553092843e-04,8.889890286916871578e-06,5.308735725643871488e-05,4.100771219462053148e-04,-6.216119103363315938e-04,-1.419333890800551399e-06
3.885886587761329736e+01,-3.139427207607795722e+01,-5.603741561113486114e+01,7.473184252496072766e+00,-2.602853325285938624e+01,1.020293054261221215e+02,3.476532601615452478e+01,-1.358885082268465494e+00,-1.937493664410152583e-01,-7.700652350427924196e-04,1.519575688629358749e-05,6.005015165382234920e-05,4.592726645930771752e-04,-6.847564759188063321e-04,-1.437658584132815318e-06
3.845578011568028387e+01,-3.162570417800626288e+01,-5.652254742712234048e+01,7.812562018086440574e+00,-2.579476452541688758e+01,1.021956505801310726e+02,3.462180505141429876e+01,-1.446746898317086583e+00,-1.872572605603326501e-01,-7.697787282277529898e-04,1.552665077843913650e-05,6.049827273420846347e-05,4.627512008467669674e-04,-6.902078460318954471e-04,-1.467646730627192150e-06
3.800642103362892499e+01,-3.137256932528886466e+01,-5.610327776723296722e+01,7.541499314801853870e+00,-2.557679719399794038e+01,1.025353227249934633e+02,3.433602812038120078e+01,-1.303947713023565269e+00,-2.149789731051916786e-01,-7.731080828534006794e-04,1.567942492887083454e-05,6.092453282351232300e-05,4.529205712578345411e-04,-6.907950344640454571e-04,-1.454839677357571427e-06
3.786381086916649252e+01,-3.127096540939027847e+01,-5.582739191203731366e+01,7.353403549465152622e+00,-2.550054764392145046e+01,1.025685020664411269e+02,3.437106206620838122e+01,-1.294965542793926838e+00,-2.149217678158968359e-01,-7.824344331671222175e-04,1.574534140131907264e-05,6.096858008760489380e-05,4.588135732710886669e-04,-6.918352586932858877e-04,-1.447698886765225137e-06
3.816440762866509573e+01,-3.149140762269024663e+01,-5.581331842511158925e+01,7.274373033714663705e+00,-2.534670094521950645e+01,1.021875220693432595e+02,3.409970262290271137e+01,-1.258378682912713487e+00,-2.255189999639408693e-01,-7.625871751145485216e-04,1.519331735525309454e-05,6.030992243700610033e-05,4.491818494985040330e-04,-6.853431273734794269e-04,-1.450990365232089832e-06
3.820843707138786272e+01,-3.175649257267043524e+01,-5.570958750359530143e+01,7.502451028316445836e+00,-2.487433804449822716e+01,1.022120848709566303e+02,3.499812935462385610e+01,-1.392946881874077336e+00,-1.746348684703133425e-01,-7.756360081336414504e-04,1.597262123896232380e-05,6.106749821878425201e-05,4.605726724705675335e-04,-6.945095533196146828e-04,-1.492552057007803243e-06
3.829027401012701404e+01,-3.186283423998925102e+01,-5.574249997389855338e+01,7.650521088837840544e+00,-2.486001794335400206e+01,1.023345608715978159e+02,3.510962042204498346e+01,-1.432300603052370835e+00,-1.674174853984402855e-01,-7.816256319313964101e-04,1.617273342275924188e-05,6.124586077312270198e-05,4.671508013825443608e-04,-6.966138683406871215e-04,-1.499775297008626276e-06
3.795778992612337532e+01,-3.160931714456363650e+01,-5.593086013791700850e+01,7.970587425560515804e+00,-2.471948134963610144e+01,1.028375010939099923e+02,3.508408645959080729e+01,-1.510568341920936586e+00,-1.643490940459307326e-01,-7.696936572218813057e-04,1.801327285459757409e-05,6.328760802015175632e-05,4.778027816335546373e-04,-7.194179529484204510e-04,-1.498064929764131763e-06
3.797303895839021948e+01,-3.167672481839997900e+01,-5.593502964908017816e+01,8.005117037064360730e+00,-2.465221577859890800e+01,1.027761812923326374e+02,3.502918593242825551e+01,-1.467886188368985101e+00,-1.697091248434494659e-01,-7.674388299509595814e-04,1.721956389879370668e-05,6.235538305273316388e-05,4.679263051474833639e-04,-7.050039577526128398e-04,-1.514317386960117157e-06
3.804661278685628645e+01,-3.166201350977524953e+01,-5.587117546044087391e+01,7.927433641964088729e+00,-2.474524175289635153e+01,1.027524256265014770e+02,3.506299939163305623e+01,-1.487513462058350333e+00,-1.670846426113724303e-01,-7.753634057247227492e-04,1.706331590835764216e-05,6.230995563403317187e-05,4.623598019044259148e-04,-7.045676960363144326e-04,-1.510129744772159107e-06
3.804661278685620829e+01,-3.166201350977464557e+01,-5.587117546044126470e+01,7.927433641964950262e+00,-2.474524175289584349e+01,1.027524256265012781e+02,3.506299939163400836e+01,-1.487513462058550173e+00,-1.670846426113888894e-01,-7.753634057078922451e-04,1.706331563941149479e-05,6.230995557469482763e-05,4.623598014592011115e-04,-7.045676958849711935e-04,-1.510130128573106911e-06
3.820138935417599413e+01,-3.139346895995675624e+01,-5.553990797294039794e+01,7.725713695289440963e+00,-2.485460030921958463e+01,1.030547031493907895e+02,3.525910457843082924e+01,-1.589116331543514837e+00,-1.553403407374448486e-01,-7.681725546404173785e-04,1.778299153252629801e-05,6.271602985231205629e-05,4.753475043364789251e-04,-7.078108645906383556e-04,-1.494619924643646481e-06
3.820138935417599413e+01,-3.139346895995675624e+01,-5.553990797294039794e+01,7.725713695289440963e+00,-2.485460030921958463e+01,1.030547031493907895e+02,3.525910457843082924e+01,-1.589116331543514837e+00,-1.553403407374448486e-01,-7.681725546404173785e-04,1.778299153252629801e-05,6.271602985231205629e-05,4.753475043364789251e-04,-7.078108645906383556e-04,-1.494619924643646481e-06
3.820138935417599413e+01,-3.139346895995675624e+01,-5.553990797294039794e+01,7.725713695289440963e+00,-2.485460030921958463e+01,1.030547031493907895e+02,3.525910457843082924e+01,-1.589116331543514837e+00,-1.553403407374448486e-01,-7.681725546404173785e-04,1.778299153252629801e-05,6.271602985231205629e-05,4.753475043364789251e-04,-7.078108645906383556e-04,-1.494619924643646481e-06
3.820138935417599413e+01,-3.139346895995675624e+01,-5.553990797294039794e+01,7.725713695289440963e+00,-2.485460030921958463e+01,1.030547031493907895e+02,3.525910457843082924e+01,-1.589116331543514837e+00,-1.553403407374448486e-01,-7.681725546404173785e-04,1.778299153252629801e-05,6.271602985231205629e-05,4.753475043364789251e-04,-7.078108645906383556e-04,-1.494619924643646481e-06
