3.301545536192892882e+01,5.020718226947082741e+01,-4.966001540567810935e+01,7.753707645331076037e+01,4.616885727948154994e+00,1.382516528433361458e+01,4.904721381647282641e+01,3.871132654216204116e+01,2.085752323966476585e+00,-3.743782559383358180e-04,-1.255129642469564918e-04,1.626732231382915957e-04,-1.077882820690674630e-04,2.081493227982878847e-04,-4.716398639879029384e-05
3.295232043448163495e+01,5.023500375929141626e+01,-4.970135533383224669e+01,7.755238247554044051e+01,4.663380633406648101e+00,1.382040536944075271e+01,4.907045832517599848e+01,3.874172680361090926e+01,2.095239900859923399e+00,-7.004293895693879503e-04,-4.622768625768694864e-04,3.761036151764475706e-04,-1.025818803926551587e-03,1.068207349962777518e-02,1.410006400253087031e-02
3.295115281704792665e+01,5.023648085039138778e+01,-4.970100525288332705e+01,7.755185282186667450e+01,4.670481046624312071e+00,1.381501156222120485e+01,4.906707970252953288e+01,3.874323674618453595e+01,2.088941526524390913e+00,-3.744553521006908263e-04,-1.255483527567445351e-04,1.627898021893667616e-04,-1.079450644347942218e-04,2.104197753958556428e-04,-4.405933789746508024e-05
3.295115281705022880e+01,5.023648085039123146e+01,-4.970100525288111015e+01,7.755185282185716744e+01,4.670481046627480204e+00,1.381501156221984417e+01,4.906707970252992368e+01,3.874323674618408120e+01,2.088941526525847525e+00,-3.744553350292599146e-04,-1.255483511207544720e-04,1.627897954553082197e-04,-1.079450706908418358e-04,2.104197743687288001e-04,-4.405933039291303317e-05
3.295115281705188437e+01,5.023648085039115330e+01,-4.970100525288055593e+01,7.755185282185770745e+01,4.670481046624978205e+00,1.381501156221401949e+01,4.906707970253019369e+01,3.874323674618354829e+01,2.088941526524843439e+00,-3.744553490458136743e-04,-1.255483504822965982e-04,1.627898094583358796e-04,-1.079450644528897322e-04,2.104197776774170301e-04,-4.405933815205319244e-05
3.295115281705757582e+01,5.023648085039198463e+01,-4.970100525288037829e+01,7.755185282185949802e+01,4.670481046625742039e+00,1.381501156221824189e+01,4.906707970253122397e+01,3.874323674618334934e+01,2.088941526527115844e+00,-3.744553541117704430e-04,-1.255483466503974177e-04,1.627898082712100425e-04,-1.079450655873822430e-04,2.104197742630168656e-04,-4.405933521759696625e-05
3.295634530853960342e+01,5.023656566027406001e+01,-4.969866226060597825e+01,7.755453208623470118e+01,4.671240390101685236e+00,1.380161782918004754e+01,4.911230620019138371e+01,3.875875024791704959e+01,2.089185719062253366e+00,-3.740858109424098697e-04,-1.250693481299608174e-04,1.623933509962301972e-04,-1.067216497969232698e-04,2.030605208000724985e-04,-4.941054807519598208e-05
3.297615399655253299e+01,5.023051138526524539e+01,-4.970519815317163648e+01,7.753533838794594146e+01,4.655789052081227730e+00,1.381374706942453834e+01,4.905383775028708015e+01,3.875168038083265287e+01,2.088822836904680180e+00,-3.745669206091743471e-04,-1.257188687265876328e-04,1.629300062984475900e-04,-1.080820603130446379e-04,2.108399697453943833e-04,-4.856766551888664073e-05
3.297130846256060721e+01,5.023371134073214961e+01,-4.969999032552613727e+01,7.752675725628625969e+01,4.646820140446620506e+00,1.383856592192779011e+01,4.900973163517875264e+01,3.874941202841043975e+01,2.090205820262066361e+00,-3.747958145893012642e-04,-1.260099893998554261e-04,1.630960287711676570e-04,-1.088494061361033188e-04,2.174980569031317260e-04,-3.846746395951931163e-05
3.296398409953972930e+01,5.023714386378392760e+01,-4.968663322336576726e+01,7.753909158455280703e+01,4.647453889742720889e+00,1.382623560720115741e+01,4.906502948800014963e+01,3.876821801767664510e+01,2.091056023969270150e+00,-3.746959205983442769e-04,-1.257921394442146432e-04,1.629929379691819394e-04,-1.080870457236207010e-04,2.107334659566237117e-04,-4.871118130062394982e-05
