[40]rt_x,[40]rt_z,[41]rt_x,[41]rt_z,[42]rt_x,[44]rt_x,[44]rt_z,[45]rt_z,[46]rt_z,[48]rt_z,[49]rt_z,[50]rt_z,[52]rt_x,[52]rt_z,[53]rt_z,[54]rt_z,[56]rt_x,[56]rt_z,[57]rt_z,[58]rt_z,FingersNumber
-63.32182,-38.59521,-52.11138,9.292294,-11.06375,-15,-85.25268,4.468705,2.234352,-80.31776,-80.31776,-80.31776,15,-61.68369,-61.68369,-61.68369,25,-56.57597,-56.57597,-56.57597,1
-63.35476,-38.60854,-52.17726,9.278976,-11.11878,-15,-85.18624,4.425059,2.212529,-80.29643,-80.29643,-80.29643,15,-61.64807,-61.64807,-61.64807,25,-56.56216,-56.56216,-56.56216,1
-63.35476,-38.60854,-52.17726,9.278976,-11.11878,-15,-85.18624,4.425059,2.212529,-80.29643,-80.29643,-80.29643,15,-61.64807,-61.64807,-61.64807,25,-56.56216,-56.56216,-56.56216,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
-63.35548,-38.60964,-52.17871,9.277876,-11.11086,-15,-85.19326,4.43641,2.218205,-80.2897,-80.2897,-80.2897,15,-61.63652,-61.63652,-61.63652,25,-56.55535,-56.55535,-56.55535,1
